NO CLIENTE,FACTURA,NOMBRE DEL CLIENTE,DESTINO,PROGRAMACION,ESTATUS,FECHA DE ENVIO,SURTIDOR,CAJAS,PAQUETERIA,INCIDENCIA
C07879,238076,HOLIDAY INN EXPRESS & SUITES MONTERREY SENDERO NORTE,"CDAD. GRAL. ESCOBEDO, NL",07/05/2026,ENVIADO,08/05/2026,KEVIN,107,TRES GUERRAS,
C01774,238079,HOTEL STORE PUERTO VALLARTA,"BAHIA DE BANDERAS, NAY",08/05/2026,ENVIADO,11/05/2026,KEVIN,5,SANCHEZ,
C00169,238081,HOTEL LA FINCA,"CATEMACO, VER",08/05/2026,ENVIADO,08/05/2026,KEVIN,27,TRES GUERRAS,
C09640,238082,CITY JUNIOR ZONA INDUSTRIAL (CJTCC),"TOLUCA, DF2",08/05/2026,ENVIADO,08/05/2026,KEVIN,12,TRES GUERRAS,
C07268,238083,CITY EXPRESS GUSTAVO BAZ (CEBAZ),"TLANEPANTLA, MEX",08/05/2026,ENVIADO,08/05/2026,KEVIN,15,TRES GUERRAS,
C07164,238084,CITY JUNIOR VILLAHERMOSA (CJVSA),"VILLAHERMOSA, TAB",08/05/2026,ENVIADO,08/05/2026,KEVIN,18,TRES GUERRAS,
C07241,238085,CITY EXPRESS MATAMOROS (CEMAT),"MATAMOROS, TAM",08/05/2026,ENVIADO,09/05/2026,FELIX,16,PAQMEX,
C07418,238086,CITY EXPRESS PLUS INTERLOMAS (CPINT),"HUIXQUILUCAN, CMX",08/05/2026,ENVIADO,08/05/2026,KEVIN,2,TRES GUERRAS,
C07223,238088,CITY JUNIOR GUADALAJARA PERIFERICO SUR (CJGPS),"TLAQUEPAQUE, JAL",08/05/2026,ENVIADO,09/05/2026,FELIX,6,LOCAL,
C07318,238089,CITY EXPRESS LOS MOCHIS (CELMM),"LOS MOCHIS, SIN",08/05/2026,ENVIADO,08/05/2026,KEVIN,4,TINY,
C07221,238090,CITY JUNIOR TIJUANA OTAY (CJTIO),"TIJUANA, BC",08/05/2026,ENVIADO,08/05/2026,KEVIN,12,TRES GUERRAS,
C07351,238091,CITY EXPRESS SALTILLO SUR (CESLW),"SALTILLO, COA",08/05/2026,ENVIADO,08/05/2026,KEVIN,13,TRES GUERRAS,
C07278,238092,CITY EXPRESS QUERETARO (CEQRO),"QUERETARO, QUE",08/05/2026,ENVIADO,08/05/2026,KEVIN,19,TRES GUERRAS,
C07401,238093,CITY EXPRESS ENSENADA (CEESE),"ENSENADA, BC",08/05/2026,ENVIADO,08/05/2026,KEVIN,13,TRES GUERRAS,
C07159,238094,CITY EXPRESS TEPIC (CETPQ),"TEPIC, NAY",08/05/2026,ENVIADO,08/05/2026,KEVIN,5,TINY,
C07266,238095,CITY EXPRESS VERACRUZ (CEVER),"BOCA DEL RIO, VER",08/05/2026,ENVIADO,08/05/2026,KEVIN,21,TRES GUERRAS,
C07589,238096,CITY EXPRESS CENTRAL DE ABASTOS (CECEA),"CIUDAD DE MEXICO, CMX",08/05/2026,ENVIADO,08/05/2026,KEVIN,18,TRES GUERRAS,
C07307,238097,CITY EXPRESS SALTILLO NORTE (CESAL),"SALTILLO, COA",08/05/2026,ENVIADO,08/05/2026,KEVIN,35,TRES GUERRAS,
C07304,238099,CITY EXPRESS MONTERREY AEROPUERTO (CEMTA),"APODACA, NL",08/05/2026,ENVIADO,08/05/2026,KEVIN,23,TRES GUERRAS,
C07575,238100,CITY EXPRESS PLUS PATIO UNIVERSITARIO (CEPUN),"BENITO JUAREZ, CMX",08/05/2026,ENVIADO,08/05/2026,KEVIN,35,TRES GUERRAS,
C07214,238101,CITY EXPRESS CAMPECHE (CECPE),"SAN FRANCISCO DE CAMPECHE, CAM",08/05/2026,ENVIADO,08/05/2026,KEVIN,19,TRES GUERRAS,
C05754,238102,HOLIDAY INN EXPRESS & SUITES MONTERREY VALLE (MTYRR),"SAN PEDRO GARZA GARCIA, NL, NL",08/05/2026,ENVIADO,08/05/2026,KEVIN,28,TRES GUERRAS,
C08091,238103,HOLIDAY INN EXPRESS & SUITES CELAYA (BJXCE),"CELAYA, GTO",08/05/2026,ENVIADO,08/05/2026,KEVIN,10,TRES GUERRAS,
C08700,238104,AUTOHOTEL VILLAVERDE,"VILLAHERMOSA CENTRO, TAB",08/05/2026,ENVIADO,08/05/2026,KEVIN,7,TRES GUERRAS,
C03428,238105,HOLIDAY INN BUENAVISTA (MEXBU),"CUAUHTEMOC, CMX",08/05/2026,ENVIADO,08/05/2026,FELIX,13,TRES GUERRAS,
C08267,238106,MICROTEL GUADALAJARA SUR,"TLAJOMULCO DE ZUÃƑÆ‘Ã†Â€˜ÃƑÂ€ Ã‚Â‚¬ËŒÃƑÆ‘Ã‚Â‚¬Â ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‹Å’ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‚Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â‚¬Å Ã‚Â¬ÃƑÂ€¹Ã…Â€™ÃƑÆ‘Ã†Â€˜ÃƑÂ€ Ã‚Â‚¬ËŒÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â‚¬Å Ã‚Â¬ÃƑÂ€¦Ã‚Â ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã…Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â‚¬Å Ã‚Â¬ÃƑÂ€¦Ã‚Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â¬ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‚Â¹ÃƑÆ‘Ã‚Â‚¬Â¦ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‚Â€ŽÂ¢IGA, JAL",08/05/2026,ENVIADO,09/05/2026,FELIX,2,LOCAL,
C07187,238107,CITY EXPRESS IRAPUATO (CEIRA),"IRAPUATO, GTO",08/05/2026,ENVIADO,08/05/2026,KEVIN,10,TRES GUERRAS,
C05818,238108,RAMADA ENCORE PUEBLA A0191476,"CORONANGO, PUE",08/05/2026,ENVIADO,08/05/2026,KEVIN,6,TRES GUERRAS,
C07020,238109,ENCORE AGUASCALIENTES A0191473,"AGUASCALIENTES, AGS",08/05/2026,ENVIADO,08/05/2026,KEVIN,7,TRES GUERRAS,
C07171,238110,CITY EXPRESS SALINA CRUZ (CESCX),"SALINA CRUZ, OAX",08/05/2026,ENVIADO,08/05/2026,KEVIN,14,TRES GUERRAS,
CLIESP,238111,VENTAS DE MOSTRADOR,"GUADALAJARA, JAL",08/05/2026,ENVIADO,08/05/2026,KEVIN,50,LOCAL,
C07277,238113,CITY EXPRESS CANANEA (CECNA),"CANANEA, SON",08/05/2026,ENVIADO,08/05/2026,KEVIN,13,TINY,
C07574,238114,CITY EXPRESS CELAYA (CECEL),"CELAYA, GTO",08/05/2026,ENVIADO,08/05/2026,KEVIN,10,TRES GUERRAS,
C07183,238115,CITY EXPRESS COMITAN (CECJT),"COMITÃƑÆ‘Ã†Â€˜ÃƑÂ€ Ã‚Â‚¬ËŒÃƑÆ‘Ã‚Â‚¬Â ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‹Å’ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‚Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â‚¬Å Ã‚Â¬ÃƑÂ€¹Ã…Â€™ÃƑÆ‘Ã†Â€˜ÃƑÂ€ Ã‚Â‚¬ËŒÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â‚¬Å Ã‚Â¬ÃƑÂ€¦Ã‚Â ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã…Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚ÂN DE DOMÃƑÆ‘Ã†Â€˜ÃƑÂ€ Ã‚Â‚¬ËŒÃƑÆ‘Ã‚Â‚¬Â ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‹Å’ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‚Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â‚¬Å Ã‚Â¬ÃƑÂ€¹Ã…Â€™ÃƑÆ‘Ã†Â€˜ÃƑÂ€ Ã‚Â‚¬ËŒÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â‚¬Å Ã‚Â¬ÃƑÂ€¦Ã‚Â ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã…Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚ÂNGUEZ, CHS",08/05/2026,ENVIADO,08/05/2026,KEVIN,12,TRES GUERRAS,
C07384,238117,CITY EXPRESS TLALPAN (CETLA),"MEXICO, CMX",11/05/2026,ENVIADO,11/05/2026,YAZMIN,10,TRES GUERRAS,
C08067,238118,CITY EXPRESS DE LAGOS DE MORENO (CELDM),"LAGOS DE MORENO, JAL",11/05/2026,ENVIADO,11/05/2026,YAZMIN,15,TRES GUERRAS,
C07450,238119,CITY EXPRESS LA VILLA (CEVIL),"CIUDAD DE MEXICO, CMX",11/05/2026,ENVIADO,11/05/2026,YAZMIN,18,TRES GUERRAS,
C07188,238120,CITY EXPRESS LEON (CELEO),"LEON, GTO",11/05/2026,ENVIADO,11/05/2026,YAZMIN,17,TRES GUERRAS,
C07189,238121,CITY EXPRESS MANZANILLO (CEZLO),"MANZANILLO, COL",11/05/2026,ENVIADO,11/05/2026,YAZMIN,17,TRES GUERRAS,
C07240,238122,CITY EXPRESS PLUS MONTERREY SUR (CEMTR),"MONTERREY, NL",11/05/2026,ENVIADO,11/05/2026,YAZMIN,17,TRES GUERRAS,
C02639,238124,AQUA SAN MIGUEL DE ALLENDE (FAQSM),"SAN MIGUEL DE ALLENDE, GTO",11/05/2026,ENVIADO,11/05/2026,KEVIN,60,TRES GUERRAS,
C07279,238127,CITY EXPRESS TUXTLA GUTIERREZ (CETGZ),"TUXTLA GUTIERREZ, CHS",11/05/2026,ENVIADO,11/05/2026,YAZMIN,14,TRES GUERRAS,
C07199,238128,CITY EXPRESS NUEVO LAREDO (CENLD),"NUEVO LAREDO, TAM",11/05/2026,ENVIADO,11/05/2026,YAZMIN,10,TRES GUERRAS,
C08139,238129,CITY EXPRESS XALAPA (CEJAL),"XALAPA, VER",11/05/2026,ENVIADO,11/05/2026,YAZMIN,13,TRES GUERRAS,
C07243,238130,CITY PLUS CABO SAN LUCAS (CECSL),"CABO SAN LUCAS, BCS",11/05/2026,ENVIADO,11/05/2026,YAZMIN,10,TRES GUERRAS,
C09421,238131,GRUPO AGC,"GUADALAJARA, JAL",11/05/2026,ENVIADO,11/05/2026,YAZMIN,4200,TRES GUERRAS,
C07212,238132,CITY PLUS PERIFERICO SUR TLALPAN (CPPST),"TLALPAN, DF2",11/05/2026,ENVIADO,11/05/2026,YAZMIN,27,TRES GUERRAS,
C02297,238133,CITY EXPRESS MERIDA (CEMID),"MERIDA, YUC",11/05/2026,ENVIADO,11/05/2026,YAZMIN,17,TRES GUERRAS,
C07205,238134,CITY JUNIOR TUXTEPEC (CJTUX),"SAN JUAN BAUTISTA TUXTEPEC, OAX",11/05/2026,ENVIADO,11/05/2026,KEVIN,10,CASTORES,
C01721,238136,CITY EXPRESS TAMPICO (CETAM),"TAMPICO, TAM",11/05/2026,ENVIADO,11/05/2026,YAZMIN,19,TRES GUERRAS,
C07208,238137,CITY JUNIOR SAN LUIS ZONA INDUSTRIAL (CJSLI),"SAN LUIS POTOSI, SLP",11/05/2026,ENVIADO,11/05/2026,YAZMIN,10,TRES GUERRAS,
C08865,238138,JAVA MOTEL BOUTIQUE,"GUADALAJARA, JAL",11/05/2026,ENVIADO,11/05/2026,KEVIN,4,LOCAL,
C08676,238139,HOTEL BARUK GUADALAJARA,"GUADALAJARA, JAL",11/05/2026,ENVIADO,11/05/2026,KEVIN,12,LOCAL,
C07209,238140,CITY JUNIOR MEXICALI (CJMXL),"MEXICALI, BC",11/05/2026,ENVIADO,11/05/2026,KEVIN,1,TRES GUERRAS,
C05029,238141,BAYMONT INN & SUITES,"LAZARO CARDENAS, MCH",11/05/2026,ENVIADO,11/05/2026,KEVIN,7,TRES GUERRAS,
C01365,238142,HOTEL MORALES,"GUADALAJARA, JAL",11/05/2026,ENVIADO,11/05/2026,KEVIN,28,LOCAL,
C07369,238143,HOTEL CORONA,"EL GRULLO, JAL",11/05/2026,ENVIADO,11/05/2026,KEVIN,5,TAMAZULA,
C07190,238144,CITY JUNIOR MERIDA ALTABRISA (CJMID),"MERIDA, YUC",11/05/2026,ENVIADO,11/05/2026,YAZMIN,10,TRES GUERRAS,
C09736,238145,HOTEL JARDIN DEL CENTRO,"CHIHUAHUA, CHI",11/05/2026,ENVIADO,11/05/2026,YAZMIN,4,TRES GUERRAS,
C01774,238147,HOTEL STORE PUERTO VALLARTA,"BAHIA DE BANDERAS, NAY",11/05/2026,ENVIADO,11/05/2026,KEVIN,23,SANCHEZ,
C03115,238149,PRESIDENTE INTERCONTINENTAL GUADALAJARA,"ZAPOPAN, JAL",11/05/2026,CANCELADO,11/05/2026,CANCELADO,15,CANCELADO,CANCELADO POR CYNTHIA
C03306,238151,HOTEL NEKIE,"TEPIC, NAY",11/05/2026,ENVIADO,12/05/2026,FELIX,7,TINY,
C07242,238152,CITY EXPRESS SALAMANCA (CESLM),"SALAMANCA, GTO",11/05/2026,ENVIADO,11/05/2026,YAZMIN,10,TRES GUERRAS,
C07264,238155,CITY CENTRO OAXACA (CCOAX),"OAXACA, OAX",11/05/2026,ENVIADO,11/05/2026,YAZMIN,21,TRES GUERRAS,
C02613,238156,HARD ROCK HOTEL GUADALAJARA,"ZAPOPAN, JAL",11/05/2026,ENVIADO,12/05/2026,FELIX,11,LOCAL,
C09328,238157,COMSAN,"MAZATLAN, SIN",11/05/2026,ENVIADO,11/05/2026,YAZMIN,20,TRES GUERRAS,
C09328,238158,COMSAN,"HERMOSILLO, SON",11/05/2026,ENVIADO,11/05/2026,YAZMIN,3,TRES GUERRAS,
C01762,238159,DISTRIBUIDORA JOFA,"TIJUANA, BC",11/05/2026,ENVIADO,12/05/2026,FELIX,23,TRES GUERRAS,
C08292,238160,HOTEL FRESNO GALERIAS,"TORREON, COA",11/05/2026,ENVIADO,12/05/2026,KEVIN,2,TRES GUERRAS,
CG0024,238161,FARMASES,"MONTERREY, NL",11/05/2026,PENDIENTE,,,30,,
C09428,238162,INSUMOS DE LIMPIEZA E HIGIENE,"TUXTLA GUTIERREZ, CHS",11/05/2026,ENVIADO,12/05/2026,FELIX,14,TRES GUERRAS,
C07226,238163,CITY JUNIOR TUXTLA GUTIERREZ POLIFORUM (CJTGZ),"TUXTLA GUTIERREZ, CHS",11/05/2026,ENVIADO,12/05/2026,FELIX,10,TRES GUERRAS,
C07411,238164,CITY EXPRESS PLUS MERIDA (CPMID),"MERIDA, YUC",11/05/2026,ENVIADO,12/05/2026,FELIX,19,TRES GUERRAS,
C07211,238165,CITY EXPRESS CIUDAD VICTORIA (CECVM),"VICTORIA, TAM",11/05/2026,ENVIADO,12/05/2026,FELIX,22,PAQMEX,
C07209,238166,CITY JUNIOR MEXICALI (CJMXL),"MEXICALI, BC",11/05/2026,ENVIADO,12/05/2026,FELIX,10,TRES GUERRAS,
C07249,238167,CITY JUNIOR AGUASCALIENTES CENTRO (CJAGU),"AGUASCALIENTES, AGS",11/05/2026,ENVIADO,12/05/2026,FELIX,9,TRES GUERRAS,
C08714,238168,HELIOS COLOMBIA,", BOG",11/05/2026,ENVIADO,11/05/2026,KEVIN,758,EXPORTACION,
C07282,238169,CITY PLUS GUADALAJARA EXPO (CEEGD),"ZAPOPAN, JAL",11/05/2026,ENVIADO,,,21,,
C07116,238170,CABIN GROUP,"GUADALAJARA, JAL",11/05/2026,ENVIADO,,,5,,
C07608,238171,CITY EXPRESS PLUS EBC REFORMA (CEEBC),"CIUDAD DE MEXICO, DF2",11/05/2026,ENVIADO,12/05/2026,FELIX,12,TRES GUERRAS,
C07233,238172,CITY JUNIOR PUEBLA FINSA (CJPAU),"CUAUTLANCINGO, PUE",11/05/2026,ENVIADO,12/05/2026,FELIX,10,TRES GUERRAS,
C08137,238173,CITY PLUS LEON CENTRO DE CONVENCIONES (CPLEO),"LEON, GTO",11/05/2026,ENVIADO,12/05/2026,FELIX,21,TRES GUERRAS,
C07263,238174,CITY EXPRESS PUEBLA ANGELOPOLIS (CEPAN),"PUEBLA, PUE",11/05/2026,ENVIADO,12/05/2026,FELIX,17,TRES GUERRAS,
C07316,238175,CITY EXPRESS REYNOSA (CEREX),"REYNOSA, TAM",11/05/2026,ENVIADO,12/05/2026,FELIX,18,PAQMEX,
C07272,238176,CITY EXPRESS CULIACAN (CECUL),"CULIACAN, SIN",11/05/2026,ENVIADO,14/05/2026,KEVIN,13,TINY,
CLIESP,238177,VENTAS DE MOSTRADOR,"GUADALAJARA, JAL",11/05/2026,ENVIADO,11/05/2026,YAZMIN,1,LOCAL,
C02296,238178,CITY EXPRESS NOGALES (CENOG),"NOGALES, SON",11/05/2026,ENVIADO,12/05/2026,FELIX,19,TRES GUERRAS,
C07320,238179,CITY EXPRESS TIJUANA INSURGENTES (CETII),"TIJUANA, BC",11/05/2026,ENVIADO,12/05/2026,FELIX,13,TRES GUERRAS,
C08179,238180,CITY JUNIOR CENTRO DE CONVENCIONES (CJLEO),"LEON, GTO",11/05/2026,ENVIADO,12/05/2026,FELIX,10,TRES GUERRAS,
C07191,238181,CITY EXPRESS REYNOSA AEROPUERTO (CEREA),"REYNOSA, TAM",11/05/2026,ENVIADO,12/05/2026,FELIX,13,PAQMEX,
C07196,238182,CITY JUNIOR CIUDAD DEL CARMEN AEROPUERTO (CJCMI),"CIUDAD DEL CARMEN, CAM",11/05/2026,ENVIADO,12/05/2026,FELIX,10,TRES GUERRAS,
C07391,238183,CITY EXPRESS PLUS TIJUANA TOREO (CPTIJ),"TIJUANA, BC",11/05/2026,ENVIADO,12/05/2026,FELIX,17,TRES GUERRAS,
C08714,238184,HELIOS COLOMBIA,", BOG",11/05/2026,ENVIADO,11/05/2026,YAZMIN,332,EXPORTACION,
C07215,238185,CITY SUITES ANZURES (CSANZ),"CIUDAD DE MEXICO, CMX",11/05/2026,ENVIADO,12/05/2026,FELIX,11,TRES GUERRAS,
C01722,238186,CITY EXPRESS MEXICALI (CEMXL),"MEXICALI, BC",11/05/2026,ENVIADO,12/05/2026,FELIX,12,TRES GUERRAS,
C07184,238187,CITY EXPRESS SAN LUIS POTOSI ZONA INDUSTRIAL (CESLP),"SAN LUIS POTOSI, SLP",11/05/2026,ENVIADO,12/05/2026,FELIX,12,TRES GUERRAS,
C07237,238188,CITY EXPRESS SAN LUIS POTOSI ZONA UNIVERSITARIA (CESLU),"SAN LUIS POTOSI, SLP",11/05/2026,ENVIADO,12/05/2026,FELIX,20,TRES GUERRAS,
CLIESP,238189,VENTAS DE MOSTRADOR,"GUADALAJARA, JAL",11/05/2026,ENVIADO,12/05/2026,FELIX,4,CLIENTE PASA,
C02016,238190,CITY EXPRESS ZACATECAS (CEZCL),"ZACATECAS, ZAC",11/05/2026,ENVIADO,12/05/2026,FELIX,15,TRES GUERRAS,
C08792,238191,HOTEL AVID GUADALAJARA (GDLAV),"ZAPOPAN, JAL",11/05/2026,ENVIADO,12/05/2026,FELIX,2,LOCAL,
C07738,238192,XINU,"CIUDAD DE MEXICO, CMX",11/05/2026,ENVIADO,12/05/2026,,19,TRES GUERRAS,
C03079,238193,HOTEL EL PARAISO MINERAL DEL CHICO,"PACHUCA, HID",11/05/2026,CANCELADO,11/05/2026,CANCELADO,21,CANCELADO,
C07155,238194,CITY PLUS INSURGENTES SUR (CEINS),"CIUDAD DE MÃƑÆ‘Ã†Â€˜ÃƑÂ€ Ã‚Â‚¬ËŒÃƑÆ‘Ã‚Â‚¬Â ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‹Å’ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã…Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã…Â ÃƑÂ€ŠÃ‚Â¬ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â°XICO, DF2",11/05/2026,ENVIADO,12/05/2026,FELIX,20,TRES GUERRAS,
C09328,238195,COMSAN,"HERMOSILLO, SON",11/05/2026,ENVIADO,11/05/2026,FELIX,109,TINY,
C09328,238196,COMSAN,"MAZATLAN, SIN",11/05/2026,ENVIADO,11/05/2026,FELIX,15,,
C07206,238197,CITY SUITES TIJUANA RIO (CSTIR),"TIJUANA, BC",11/05/2026,ENVIADO,12/05/2026,FELIX,16,TRES GUERRAS,
C08539,238198,CITY EXPRESS MONTERREY UNIVERSIDAD (CEMTS),"MONTERREY, NL",11/05/2026,ENVIADO,11/05/2026,FELIX,25,ONE,
C01920,238199,CITY PLUS REFORMA DEL ANGEL (CEANG),"MEXICO, CMX",11/05/2026,ENVIADO,11/05/2026,FELIX,32,ONE,
C07240,238200,CITY EXPRESS PLUS MONTERREY SUR (CEMTR),"MONTERREY, NL",11/05/2026,ENVIADO,12/05/2026,KEVIN,20,ONE,
C07639,238201,CITY EXPRESS HERMOSILLO EXPO (CEHME),"HERMOSILLO, SON",11/05/2026,ENVIADO,12/05/2026,KEVIN,13,TINY,
C08931,238202,SUITE & HOTEL CAMELINAS,"LAZARO CARDENAS, MCH",11/05/2026,ENVIADO,12/05/2026,FELIX,15,TRES GUERRAS,
C07232,238203,CITY EXPRESS IRAPUATO NORTE (CEIRN),"IRAPUATO, GTO",11/05/2026,ENVIADO,12/05/2026,FELIX,7,TRES GUERRAS,
C08350,238204,"HILTON GARDEN INN PUEBLA ANGELÃƑÆ‘Ã†Â€˜ÃƑÂ€ Ã‚Â‚¬ËŒÃƑÆ‘Ã‚Â‚¬Â ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‹Å’ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã…Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã…Â ÃƑÂ€ŠÃ‚Â¬ÃƑÆ‘Ã‚Â‚¬Â¦ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‚Â€ŽÂ¢POLIS, MEXICO (PBCGI)","SAN ANDRES, PUE",11/05/2026,ENVIADO,12/05/2026,FELIX,4,TRES GUERRAS,
C02572,238205,ONE GUADALAJARA PERIFERICO NORTE (1GDPN),"ZAPOPAN, JAL",11/05/2026,ENVIADO,12/05/2026,FELIX,10,LOCAL,
CG0024,238206,FARMASES,"MONTERREY, NL",12/05/2026,PENDIENTE,12/05/2026,,32,,
C07203,238207,CITY EXPRESS HERMOSILLO (CEHMO),"HERMOSILLO, SON",11/05/2026,ENVIADO,12/05/2026,FELIX,11,TINY,
C08325,238208,COURTYARD MARRIOTT MEXICALI A0157920,"MEXICALI, BC",11/05/2026,ENVIADO,12/05/2026,YAZMIN,15,TRES GUERRAS,
C07203,238209,CITY EXPRESS HERMOSILLO (CEHMO),"HERMOSILLO, SON",11/05/2026,ENVIADO,12/05/2026,FELIX,1,TINY,
C04827,238210,"HILTON SAN LUIS POTOSI, MEXICO (SLPHH)","SAN LUIS POTOSI, SLP",11/05/2026,ENVIADO,12/05/2026,FELIX,9,TRES GUERRAS,
C04484,238211,CROWNE PLAZA MONTERREY AEROPUERTO(MTYCP),"MONTERREY, NL",11/05/2026,ENVIADO,13/05/2026,FELIX,9,TRES GUERRAS,
C08025,238212,HOTEL RAME,"GUADALAJARA, JAL",11/05/2026,ENVIADO,12/05/2026,FELIX,4,LOCAL,
C07252,238213,CITY EXPRESS CIUDAD DE MEXICO ALAMEDA (CEALM),"CUAUHTEMOC, CMX",11/05/2026,ENVIADO,12/05/2026,FELIX,25,ONE,
C09602,238214,COURTYARD TIJUANA,"TIJUANA, BC",11/05/2026,DETENIDO,12/05/2026,,1,DETENIDA,
C09602,238215,COURTYARD TIJUANA,"TIJUANA, BC",11/05/2026,DETENIDO,12/05/2026,,1,DETENIDA,
C07156,238216,CITY EXPRESS OAXACA (CEOAX),"OAXACA DE JUAREZ, OAX",11/05/2026,ENVIADO,12/05/2026,FELIX,17,TRES GUERRAS,
C08301,238217,CLICK EFFICIENCY COURTYARD PUEBLA LAS ANIMAS A0089983,"PUEBLA, PUE",11/05/2026,ENVIADO,12/05/2026,FELIX,2,ONE,
C01624,238218,WYNDHAM GARDEN PLAYA DEL CARMEN(CUNPL) A0090463,"PLAYA DEL CARMEN, QR",11/05/2026,ENVIADO,12/05/2026,KEVIN,13,,
C08798,238219,DAC,"PLAYA DEL CARMEN, QR",11/05/2026,ENVIADO,12/05/2026,KEVIN,8,,
C05754,238220,HOLIDAY INN EXPRESS & SUITES MONTERREY VALLE (MTYRR),"SAN PEDRO GARZA GARCIA, NL, NL",11/05/2026,ENVIADO,12/05/2026,FELIX,5,TRES GUERRAS,
C01176,238221,HOLIDAY INN LEON A0194693 (BJXEX),"LEON, GTO",11/05/2026,ENVIADO,12/05/2026,FELIX,8,ONE,
CG0024,238222,FARMASES,"MONTERREY, NL",11/05/2026,ENVIADO,12/05/2026,FELIX,60,,
C08530,238223,HOLIDAY INN EXPRESS CULIACAN (CULPY),"CULIACAN, SIN",11/05/2026,ENVIADO,12/05/2026,FELIX,8,TINY,
C05221,238224,RAMADA BY WIDHAM PERINORTE,"TLALNEPANTLA DE BAZ, CMX",11/05/2026,ENVIADO,12/05/2026,FELIX,5,ONE,
C08140,238225,CITY EXPRESS MAZATLAN (CEMZT),"MAZATLAN, SIN",11/05/2026,ENVIADO,12/05/2026,FELIX,7,TINY,
C04834,238226,"HAMPTON MONTERREY/GALERIAS-OBISPADO, MEXICO (MTYGA)","MONTERREY, NL",11/05/2026,ENVIADO,12/05/2026,FELIX,19,TRES GUERRAS,
C00030,238227,ALOFT GUADALAJARA SUR (GDLPU 5528),"TLAJOMULCO DE ZUÃƑÆ‘Ã†Â€˜ÃƑÂ€ Ã‚Â‚¬ËŒÃƑÆ‘Ã‚Â‚¬Â ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã‹Å’ÃƑÆ‘Ã†Â€˜ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã…Â ÃƑÆ‘Ã‚Â‚¬Å ÃƑÂ€ŠÃ‚Â€ŠÂ¬Ã…Â ÃƑÂ€ŠÃ‚Â¬ÃƑÆ‘Ã‚Â‚¬Â¹ÃƑÂ€¦Ã‚Â‚¬Â„¢IGA, JAL",11/05/2026,ENVIADO,14/05/2026,KEVIN,3,LOCAL,
C08147,238228,CITY EXPRESS PLUS SANTA FE (CESFE),"CUAJIMALPA DE MORELOS, DF2",11/05/2026,ENVIADO,12/05/2026,FELIX,25,TRES GUERRAS,
C01348,238229,SUITES NAVATAA,"GUADALAJARA, JAL",11/05/2026,ENVIADO,14/05/2026,FELIX,2,LOCAL,
C00237,238230,INDIGO GUADALARA (GDLAL),"GUADALAJARA, JAL",11/05/2026,ENVIADO,12/05/2026,FELIX,21,LOCAL,
C07255,238231,CITY PLUS MUNDO E (CPSTM),"TLANEPANTLA, CMX",11/05/2026,ENVIADO,12/05/2026,FELIX,18,TRES GUERRAS,
